,R01_07_CO201,R01_07_FCI01,R01_07_TRU01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTRK_VEN01_TI01,R01_06_TRU01,R01_08_TRU01
2025-07-02 08:30:00+00:00,556.1942641,272.0449495,24.60489035,121.3836574,658.8710656,46.237,24.43247619,17.1297619,25.71368687,24.69424561
2025-07-02 08:45:00+00:00,554.8552941,272.4332131,24.69409554,125.5653401,665.0709063,47.96377778,24.67743771,17.22166667,25.70606061,24.76809524
2025-07-02 09:00:00+00:00,527.3456916,265.3950113,24.7,130.2026711,668.7561418,49.74013605,25.00612245,17.56428571,25.6377551,24.74444444
2025-07-02 09:15:00+00:00,512.7296296,269.0149673,24.69233333,135.1805714,697.8933402,51.37934921,25.37986905,17.27733333,25.69233333,24.48395238
2025-07-02 09:30:00+00:00,507.4537357,265.7286669,24.6,140.162451,706.8271784,52.83556122,25.24125232,17.01666667,25.6015142,24.69642857
2025-07-02 09:45:00+00:00,503.6639731,266.5579213,24.56181287,145.4279141,728.5729673,54.13402381,25.2600463,16.86904762,25.17070175,24.57166667
2025-07-02 10:00:00+00:00,495.6167404,263.2823129,24.5327381,151.1292826,851.0342716,55.27857143,25.39404762,16.88392857,25.19931973,24.66505102
2025-07-02 10:15:00+00:00,496.4049317,264.6854971,24.502,157.0023972,658.4837615,56.25387871,25.69933089,17.00666667,25.06387879,24.69856061
2025-07-02 10:30:00+00:00,548.61833,275.4893036,24.59754386,162.987037,776.3299931,57.03848148,25.892,16.93333333,25.0714106,24.7
2025-07-02 10:45:00+00:00,544.4768501,268.2663265,24.66493506,169.1951786,771.7119387,57.57232993,25.55962585,16.94047619,25.09619048,24.7
2025-07-02 11:00:00+00:00,536.6733333,269.5125253,24.7,175.654164,791.4828731,57.8475,25.92580952,17.13111111,25.1305303,24.73
2025-07-02 11:15:00+00:00,528.7852287,267.0004252,24.7,181.4993197,844.5163679,57.9,25.97723214,16.91547619,25.07103175,24.8
2025-07-02 11:30:00+00:00,538.7996924,270.3200645,24.70051282,188.1713148,886.9203925,57.77754101,25.9779246,17.14,25.1,24.8
2025-07-02 11:45:00+00:00,531.8846165,268.484602,24.74149504,194.2502309,850.8738873,57.35001587,25.79354475,16.65555556,25.06203751,24.61091981
2025-07-02 12:00:00+00:00,536.2861609,271.7650706,24.7,201.0421712,828.6229666,56.63809524,25.97740476,16.5,25.02391156,24.59015873
2025-07-02 12:15:00+00:00,548.7008672,270.1621568,24.68303704,206.7064993,827.3031329,55.79611966,25.75142857,16.49878788,25.02484112,24.72090909
2025-07-02 12:30:00+00:00,554.6104536,274.5554559,24.6,212.2106576,596.7340941,54.77488095,26.02088435,16.56,25.09976959,24.8
2025-07-02 12:45:00+00:00,523.8076768,270.2313259,24.61044818,217.7605767,218.8908056,53.50929293,24.87591852,16.76,25.14984127,24.75524863
2025-07-02 13:00:00+00:00,486.0549367,269.6145846,24.6495805,222.8599567,771.5005391,52.15064935,25.09185529,17.11111111,25.2,24.4610034
2025-07-02 13:15:00+00:00,480.4109434,270.5400072,24.64555556,227.8860528,706.3529949,50.56944444,25.73716667,17.1,25.20414502,24.59373016
2025-07-02 13:30:00+00:00,477.0440242,275.953379,24.7,232.2898207,687.3570176,48.98811791,26.11433271,17.45887755,25.30433862,24.52410714
2025-07-02 13:45:00+00:00,461.7817919,273.2072367,24.71309524,236.8731061,661.1098847,47.19382684,26.709,17.71333333,25.48133333,24.57761905
2025-07-02 14:00:00+00:00,456.0160164,106.3521314,25.13938224,241.1419868,635.4959754,45.31447619,27.37638148,15.76266667,25.65058888,24.71937729
2025-07-02 14:15:00+00:00,461.7157796,55.56222284,25.50320672,245.2307908,603.4831714,43.35767857,27.77061224,14.43333333,25.8323276,25.09342404
2025-07-02 14:30:00+00:00,463.1192075,55.05842211,25.67333333,248.7598333,293.5891495,41.52662458,27.96575084,15.929,26.03298608,25.21333333
2025-07-02 14:45:00+00:00,464.0,54.68895144,25.71785714,252.7538549,537.3782872,39.33117914,27.46163265,17.23809524,26.13928571,25.24166667
2025-07-02 15:00:00+00:00,462.5227339,55.56045511,25.99779388,256.3436604,449.8357271,37.23655051,27.37862222,17.57397959,26.26144928,25.38666667
2025-07-02 15:15:00+00:00,460.6157928,54.37245781,26.1,259.7163915,153.8915463,35.14248145,27.23163845,17.60428571,26.33170723,25.49043367
2025-07-02 15:30:00+00:00,459.02,54.96666667,26.035,263.0288571,119.2263796,33.02666667,26.72894444,17.52142857,26.4,25.5
2025-07-02 15:45:00+00:00,456.2935897,54.68693529,26.03031746,266.340582,122.0640698,30.80155556,26.018,17.17142857,26.4,25.43333333
2025-07-02 16:00:00+00:00,455.0580485,54.64878142,26.08802545,269.4791327,63.07929502,28.65335034,25.69683673,16.88571429,26.33541667,25.4
2025-07-02 16:15:00+00:00,453.0689737,54.92579324,26.11435946,272.1401111,148.7655494,26.77419048,25.45238889,16.71730769,26.3,25.4
2025-07-02 16:30:00+00:00,451.889916,55.11983037,26.19060116,275.5372676,308.9207807,24.39088435,24.84185714,16.65457875,26.38613445,25.5032684
2025-07-02 16:45:00+00:00,450.775,55.32912281,26.36311404,278.4817196,233.0097754,22.27785714,25.74077056,16.93,26.5,25.61128205
2025-07-02 17:00:00+00:00,450.4642857,54.84889086,26.3,281.3883929,85.51803375,20.19627551,25.54377693,17.12203463,26.50297619,25.6
2025-07-02 17:15:00+00:00,452.7095543,54.96610828,26.29850309,284.2287607,35.71563128,18.14761905,25.34181587,17.17104762,26.5,25.6
2025-07-02 17:30:00+00:00,451.7066378,55.06457865,26.2140625,287.1742772,31.37504936,16.07380952,24.9580815,17.36973443,26.5,25.6
2025-07-02 17:45:00+00:00,449.5553363,54.93619096,26.2,290.1788059,49.09954834,13.9551912,24.85733442,17.48533333,26.5,25.6
2025-07-02 18:00:00+00:00,448.7355708,54.89141352,26.2,292.8059736,27.83735005,12.14883217,25.04449948,17.2,26.48736843,25.6
2025-07-02 18:15:00+00:00,449.6922423,55.1990232,26.2,295.7642651,13.86823371,10.16697279,24.33278061,17.22307692,26.37955665,25.59166667
2025-07-02 18:30:00+00:00,450.2268283,54.54520898,26.2,298.6831111,17.13506923,8.271216931,25.41165185,16.55933333,26.4,25.5
2025-07-02 18:45:00+00:00,450.1323338,54.22453982,26.19831933,301.6574901,15.99375801,6.384108947,25.04355655,16.76105442,26.4,25.5
2025-07-02 19:00:00+00:00,452.4069383,14.4,26.17333333,304.7971212,2.316550254,4.514071429,24.33888333,16.91455556,26.4,25.5
2025-07-02 19:15:00+00:00,452.3102812,0.0,26.19230769,307.823981,1.627766667,2.739438062,23.84573653,17.78154762,26.38461538,25.5
2025-07-02 19:30:00+00:00,450.3840473,0.0,26.1,310.7703175,0.781198958,1.106666667,23.42690781,18.59484127,26.20460039,25.5
2025-07-02 19:45:00+00:00,449.2515989,0.0,26.1,314.0637694,0.10253794,-0.50548533,23.65630952,19.05666667,26.3,25.5
2025-07-02 20:00:00+00:00,448.2791589,0.0,26.06817941,317.0399603,0.0,-1.910980726,23.24494496,18.42934066,26.22532468,25.49935065
2025-07-02 20:15:00+00:00,446.3866667,0.0,26.03240724,320.2262774,0.0,-3.341398601,23.18012587,18.3912963,26.16673504,25.47566378
2025-07-02 20:30:00+00:00,445.454471,0.0,26.0,323.3054422,0.0,-4.642091837,22.42527211,19.10357143,26.1,25.43077201
2025-07-02 20:45:00+00:00,445.5835091,0.0,26.0,326.4393831,0.0,-5.848333333,21.99,19.43333333,26.2,25.4
